device_price,device_brand,device_ram,device_storage,sap_sentinel_price
895000,Samsung,12,256,117000.0
895000,Samsung,12,256,117000.0
895000,Samsung,12,256,117000.0
895000,Samsung,12,256,117000.0
895000,Samsung,12,256,117000.0
789000,Samsung,12,256,117000.0
808000,Samsung,12,256,117000.0
830000,Samsung,12,256,117000.0
949000,Samsung,12,256,117000.0
132200,Samsung,3,32,17000.0
132500,Samsung,3,32,17000.0
135700,Samsung,3,32,20000.0
136000,Samsung,3,32,20000.0
151000,Samsung,3,32,20000.0
151000,Samsung,3,32,20000.0
150700,Samsung,3,32,20000.0
147000,Samsung,3,32,20000.0
113000,Samsung,6,128,15000.0
113500,Samsung,6,128,15000.0
113500,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
118000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
113500,Samsung,6,128,15000.0
113500,Samsung,6,128,15000.0
113500,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
118000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
114500,Samsung,6,128,15000.0
114500,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
113000,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
114500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
130000,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
118000,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
118000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
116000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117500,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
114000,Samsung,6,128,15000.0
120000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
115500,Samsung,6,128,15000.0
123000,Samsung,6,128,15000.0
123000,Samsung,6,128,15000.0
130000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117000,Samsung,6,128,15000.0
125000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
125000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
115000,Samsung,6,128,15000.0
120000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
126000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
118500,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
122000,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
118500,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
121000,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119000,Samsung,6,128,15000.0
117000,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119600,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
121800,Samsung,6,128,15000.0
121800,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
179978,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
120000,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119000,Samsung,6,128,15000.0
122000,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119000,Samsung,6,128,15000.0
116500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
120000,Samsung,6,128,15000.0
122000,Samsung,6,128,15000.0
75800,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
121800,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
117600,Samsung,6,128,15000.0
117000,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
121800,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
119500,Samsung,6,128,15000.0
118000,Samsung,6,128,15000.0
120000,Samsung,6,128,15000.0
117000,Samsung,6,128,15000.0
121800,Samsung,6,128,15000.0
125000,Samsung,6,128,15000.0
125000,Samsung,6,128,15000.0
124600,Samsung,6,128,15000.0
121000,Samsung,6,128,20000.0
121000,Samsung,6,128,20000.0
124600,Samsung,6,128,20000.0
124000,Samsung,6,128,20000.0
124600,Samsung,6,128,20000.0
124600,Samsung,6,128,20000.0
128000,Samsung,6,128,20000.0
125600,Samsung,6,128,20000.0
131500,Samsung,6,128,20000.0
131500,Samsung,6,128,20000.0
129000,Samsung,6,128,20000.0
134000,Samsung,6,128,20000.0
131500,Samsung,6,128,20000.0
131500,Samsung,6,128,20000.0
137000,Samsung,6,128,20000.0
137000,Samsung,6,128,20000.0
131500,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
138000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
136300,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
138500,Samsung,6,128,20000.0
138500,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
160000,Samsung,6,128,20000.0
136000,Samsung,6,128,20000.0
168000,Samsung,6,128,20000.0
165000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
180000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
142000,Samsung,6,128,20000.0
165000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
165000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
136000,Samsung,6,128,20000.0
117600,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136200,Samsung,6,128,20000.0
116200,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
130000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
136500,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
178500,Samsung,6,128,20000.0
136500,Samsung,6,128,20000.0
160000,Samsung,6,128,20000.0
170000,Samsung,6,128,20000.0
170000,Samsung,6,128,20000.0
152000,Samsung,6,128,20000.0
149000,Samsung,6,128,27000.0
145000,Samsung,6,128,27000.0
149000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
145500,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
155000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
145000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
150000,Samsung,6,128,20000.0
136500,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
136500,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
140000,Samsung,6,128,20000.0
155000,Samsung,6,128,20000.0
155000,Samsung,6,128,20000.0
149000,Samsung,6,128,20000.0
171000,Samsung,6,128,20000.0
580000,Samsung,12,256,75000.0
580000,Samsung,12,256,75000.0
540000,Samsung,12,256,75000.0
580000,Samsung,12,256,80000.0
555000,Samsung,12,256,75000.0
555000,Samsung,12,256,75000.0
580000,Samsung,12,256,80000.0
510000,Samsung,12,256,80000.0
693000,Samsung,12,256,80000.0
555000,Samsung,12,256,80000.0
510000,Samsung,12,256,80000.0
559000,Samsung,12,256,80000.0
510000,Samsung,12,256,80000.0
510000,Samsung,12,256,80000.0
510000,Samsung,12,256,80000.0
570000,Samsung,12,256,80000.0
510000,Samsung,12,256,80000.0
555000,Samsung,12,256,80000.0
599000,Samsung,12,256,80000.0
585000,Samsung,12,256,80000.0
599000,Samsung,12,256,80000.0
575000,Samsung,12,256,80000.0
599000,Samsung,12,256,80000.0
590000,Samsung,12,256,80000.0
600000,Samsung,12,256,80000.0
634000,Samsung,12,256,90000.0
690000,Samsung,12,256,90000.0
690000,Samsung,12,256,90000.0
665000,Samsung,12,256,90000.0
673500,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
685000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
700000,Samsung,12,256,90000.0
699000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
685000,Samsung,12,256,90000.0
693000,Samsung,12,256,90000.0
688000,Samsung,12,256,90000.0
60800,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
57800,Samsung,3,64,12000.0
57800,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
60800,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
62000,Samsung,3,64,12000.0
204000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
188000,Samsung,8,128,25000.0
195000,Samsung,8,128,25000.0
206000,Samsung,8,128,25000.0
250000,Samsung,8,128,25000.0
213000,Samsung,8,128,25000.0
205000,Samsung,8,128,25000.0
249000,Samsung,8,128,25000.0
218500,Samsung,8,128,25000.0
250000,Samsung,8,128,25000.0
245000,Samsung,8,128,26000.0
232000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
235000,Samsung,8,128,26000.0
245000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
230000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229700,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
229500,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229800,Samsung,8,128,26000.0
229500,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229500,Samsung,8,128,26000.0
275000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229500,Samsung,8,128,26000.0
249700,Samsung,8,128,26000.0
235000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
245000,Samsung,8,128,26000.0
245000,Samsung,8,128,26000.0
249600,Samsung,8,128,26000.0
241000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
240000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249500,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
229600,Samsung,8,128,26000.0
236500,Samsung,8,128,26000.0
229500,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
228000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
227000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
229500,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
249000,Samsung,8,128,26000.0
245000,Samsung,8,128,26000.0
245000,Samsung,8,128,26000.0
245000,Samsung,8,128,26000.0
260000,Samsung,8,128,26000.0
268000,Samsung,8,128,26000.0
265000,Samsung,8,128,26000.0
480000,Samsung,12,256,60000.0
470000,Samsung,12,256,65000.0
400000,Samsung,12,256,64000.0
470000,Samsung,12,256,65000.0
486000,Samsung,12,256,65000.0
485000,Samsung,12,256,65000.0
486000,Samsung,12,256,65000.0
655000,Samsung,12,256,65000.0
493000,Samsung,12,256,65000.0
514000,Samsung,12,256,70000.0
562000,Samsung,12,256,70000.0
562000,Samsung,12,256,70000.0
562000,Samsung,12,256,70000.0
562000,Samsung,12,256,70000.0
562000,Samsung,12,256,70000.0
559000,Samsung,12,256,70000.0
552000,Samsung,12,256,70000.0
562000,Samsung,12,256,70000.0
559000,Samsung,12,256,70000.0
60000,Samsung,4,64,10000.0
61100,Samsung,4,64,10000.0
59000,Samsung,4,64,10000.0
61000,Samsung,4,64,10000.0
64500,Samsung,4,64,10000.0
57300,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
68300,Samsung,4,64,12000.0
68000,Samsung,4,64,12000.0
66000,Samsung,4,64,12000.0
401000,Samsung,8,128,55000.0
420000,Samsung,8,128,55000.0
245000,Samsung,8,256,27000.0
283000,Samsung,8,256,27000.0
219200,Samsung,8,256,27000.0
219200,Samsung,8,256,27000.0
219200,Samsung,8,256,27000.0
240000,Samsung,8,256,27000.0
240000,Samsung,8,256,27000.0
228500,Samsung,8,256,27000.0
260000,Samsung,8,256,27000.0
241500,Samsung,8,256,27000.0
290000,Samsung,8,256,27000.0
246200,Samsung,8,256,27000.0
295000,Samsung,8,256,27000.0
345000,Samsung,8,256,27000.0
249600,Samsung,8,256,27000.0
249600,Samsung,8,256,27000.0
299900,Samsung,8,256,26000.0
257500,Samsung,8,256,26000.0
249600,Samsung,8,256,26000.0
245500,Samsung,8,256,26000.0
249709,Samsung,8,256,26000.0
263000,Samsung,8,256,26000.0
249500,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
249000,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
249600,Samsung,8,256,26000.0
249600,Samsung,8,256,26000.0
249000,Samsung,8,256,26000.0
289000,Samsung,8,256,26000.0
265000,Samsung,8,256,26000.0
514000,Samsung,16,512,88000.0
620000,Samsung,16,512,88000.0
559000,Samsung,16,512,88000.0
559000,Samsung,16,512,88000.0
629000,Samsung,16,512,88000.0
599000,Samsung,16,512,88000.0
698000,Samsung,16,512,88000.0
743000,Samsung,16,512,90000.0
763000,Samsung,16,512,90000.0
769000,Samsung,16,512,90000.0
753000,Samsung,16,512,90000.0
753000,Samsung,16,512,90000.0
753000,Samsung,16,512,90000.0
45000,Samsung,2,32,10000.0
51500,Samsung,2,32,12000.0
51500,Samsung,2,32,12000.0
51000,Samsung,2,32,12000.0
48500,Samsung,2,32,12000.0
58000,Samsung,2,32,12000.0
51500,Samsung,2,32,12000.0
51500,Samsung,2,32,12000.0
188000,Samsung,6,128,27000.0
229600,Samsung,6,128,27000.0
240000,Samsung,6,128,26000.0
229600,Samsung,6,128,26000.0
238000,Samsung,6,128,26000.0
240000,Samsung,6,128,26000.0
228100,Samsung,6,128,26000.0
229600,Samsung,6,128,26000.0
229600,Samsung,6,128,26000.0
230000,Samsung,6,128,26000.0
249000,Samsung,6,128,26000.0
249500,Samsung,6,128,26000.0
249600,Samsung,6,128,26000.0
229500,Samsung,6,128,26000.0
229600,Samsung,6,128,26000.0
240000,Samsung,6,128,26000.0
228000,Samsung,6,128,26000.0
238000,Samsung,6,128,26000.0
260000,Samsung,6,128,26000.0
249000,Samsung,6,128,26000.0
249000,Samsung,6,128,26000.0
229500,Samsung,6,128,26000.0
229600,Samsung,6,128,26000.0
249000,Samsung,6,128,26000.0
229000,Samsung,6,128,26000.0
238500,Samsung,6,128,26000.0
250000,Samsung,6,128,26000.0
238500,Samsung,6,128,26000.0
350000,Samsung,6,128,45000.0
350000,Samsung,6,128,45000.0
350000,Samsung,6,128,45000.0
360000,Samsung,6,128,45000.0
407300,Samsung,6,128,47000.0
415300,Samsung,6,128,47000.0
74000,Samsung,4,64,11000.0
68500,Samsung,4,64,11000.0
70000,Samsung,4,64,11000.0
68500,Samsung,4,64,11000.0
71800,Samsung,4,64,11000.0
70200,Samsung,4,64,11000.0
70200,Samsung,4,64,11000.0
70000,Samsung,4,64,11000.0
75800,Samsung,4,64,11000.0
70200,Samsung,4,64,11000.0
70200,Samsung,4,64,11000.0
70200,Samsung,4,64,11000.0
70200,Samsung,4,64,11000.0
68500,Samsung,4,64,11000.0
69000,Samsung,4,64,11000.0
73200,Samsung,4,64,12000.0
73200,Samsung,4,64,12000.0
74500,Samsung,4,64,12000.0
77000,Samsung,4,64,12000.0
77000,Samsung,4,64,12000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
80400,Samsung,4,64,16000.0
87500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
83000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
83800,Samsung,4,64,16000.0
77500,Samsung,4,64,12000.0
77500,Samsung,4,64,12000.0
77500,Samsung,4,64,12000.0
81000,Samsung,4,64,16000.0
77500,Samsung,4,64,12000.0
77500,Samsung,4,64,12000.0
77500,Samsung,4,64,12000.0
77000,Samsung,4,64,12000.0
85000,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
77500,Samsung,4,64,12000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
79000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
79000,Samsung,4,64,16000.0
83400,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
89500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
79000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
83000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
79900,Samsung,4,64,16000.0
88800,Samsung,4,64,16000.0
88800,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
88800,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
83000,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
89500,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
81500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
85500,Samsung,4,64,16000.0
85500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
82000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
83400,Samsung,4,64,16000.0
83400,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
82500,Samsung,4,64,16000.0
85000,Samsung,4,64,16000.0
108900,Samsung,4,64,16000.0
67000,Samsung,3,32,10000.0
67000,Samsung,3,32,10000.0
57300,Samsung,3,32,10000.0
59000,Samsung,3,32,10000.0
62500,Samsung,3,32,12000.0
65000,Samsung,3,32,12000.0
135000,Samsung,3,32,17000.0
127000,Samsung,3,32,17000.0
132300,Samsung,3,32,17000.0
132300,Samsung,3,32,17000.0
137900,Samsung,3,32,17000.0
151000,Samsung,3,32,20000.0
150700,Samsung,3,32,20000.0
150700,Samsung,3,32,20000.0
150700,Samsung,3,32,20000.0
77000,Infinix,4,64,16000.0
97600,Samsung,4,64,12000.0
97600,Samsung,4,64,12000.0
89100,Samsung,4,64,12000.0
89100,Samsung,4,64,12000.0
89100,Samsung,4,64,12000.0
89100,Samsung,4,64,12000.0
97000,Samsung,4,64,12000.0
98000,Samsung,4,64,12000.0
88000,Samsung,4,64,12000.0
89100,Samsung,4,64,12000.0
97600,Samsung,4,64,12000.0
97500,Samsung,4,64,12000.0
94000,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
90500,Samsung,4,64,12000.0
94600,Samsung,4,64,12000.0
94700,Samsung,4,64,15000.0
94400,Samsung,4,64,15000.0
99600,Samsung,4,64,15000.0
99600,Samsung,4,64,15000.0
109000,Samsung,4,64,15000.0
99600,Samsung,4,64,15000.0
99600,Samsung,4,64,15000.0
99600,Samsung,4,64,15000.0
106000,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
116200,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
105300,Samsung,4,64,15000.0
102100,Samsung,4,64,15000.0
116200,Samsung,4,64,15000.0
116200,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106000,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
101300,Samsung,4,64,15000.0
101300,Samsung,4,64,15000.0
102100,Samsung,4,64,15000.0
111200,Samsung,4,64,15000.0
102000,Samsung,4,64,15000.0
106300,Samsung,4,64,15000.0
102000,Samsung,4,64,15000.0
101300,Samsung,4,64,15000.0
